player,name,team,position,natural_position,club,league,age,pace,shooting,passing,dribbling,defending,physical,overall,vision,gk,caps,form,available
Mohamed Dräger,Mohamed Dräger,Tunisia,RB,RB,Eintracht Braunschweig,2. Bundesliga,29,67.0,62.0,61.0,65.0,61.0,61.0,65,62.6,10.0,8,65.0,1
Chiheb Labidi,Chiheb Labidi,Tunisia,CM,CM,CD Nacional,Primeira Liga,24,64.0,51.0,61.0,66.0,61.0,71.0,65,62.6,8.75,8,65.0,1
Louey Ben Farhat,Louey Ben Farhat,Tunisia,ST,ST,Karlsruher SC,2. Bundesliga,18,83.0,62.0,61.0,73.0,34.0,45.0,64,62.2,12.0,8,64.0,1
Adel Bettaieb,Adel Bettaieb,Tunisia,ST,ST,FC Argeș,Liga I,28,66.0,62.0,53.0,60.0,22.0,59.0,61,56.2,12.75,8,61.0,1
Anisse Saidi,Anisse Saidi,Tunisia,ST,ST,San Diego FC,Major League Soccer,17,53.0,52.0,34.0,44.0,19.0,41.0,48,39.6,11.5,8,48.0,1
Thibaut Nicolas Marc Courtois,Thibaut Nicolas Marc Courtois,Belgium,GK,GK,Real Madrid,La Liga,33,45.0,45.0,45.0,45.0,45.0,45.0,89,89.0,88.0,96,89.0,1
Kevin De Bruyne,Kevin De Bruyne,Belgium,CM,CM,Napoli,Serie A,34,66.0,83.0,92.0,84.0,65.0,72.0,87,90.0,12.75,74,87.0,1
Youri Tielemans,Youri Tielemans,Belgium,CM,CM,Aston Villa,Premier League,28,54.0,79.0,85.0,80.0,75.0,72.0,85,85.0,10.0,52,85.0,1
Romelu Menama Lukaku Bolingoli,Romelu Menama Lukaku Bolingoli,Belgium,ST,ST,Napoli,Serie A,32,79.0,82.0,75.0,75.0,41.0,84.0,84,78.6,10.0,52,84.0,1
Leandro Trossard,Leandro Trossard,Belgium,LW,LW,Arsenal,Premier League,30,80.0,81.0,80.0,85.0,30.0,60.0,83,81.2,9.0,52,83.0,1
Ikoma Loïs Openda,Ikoma Loïs Openda,Belgium,ST,ST,Juventus,Serie A,25,95.0,81.0,69.0,81.0,31.0,80.0,83,74.6,9.5,52,83.0,1
Matz Willy Els Sels,Matz Willy Els Sels,Belgium,GK,GK,Nottingham Forest,Premier League,33,45.0,45.0,45.0,45.0,45.0,45.0,83,83.0,82.0,52,83.0,1
Koen Casteels,Koen Casteels,Belgium,GK,GK,Al Qadsiah FC,Pro League,33,45.0,45.0,45.0,45.0,45.0,45.0,82,82.0,82.25,52,82.0,1
Dodi Lukébakio Ngandoli,Dodi Lukébakio Ngandoli,Belgium,RM,RM,SL Benfica,Primeira Liga,27,87.0,81.0,76.0,83.0,31.0,64.0,82,78.4,9.75,52,82.0,1
Charles De Ketelaere,Charles De Ketelaere,Belgium,CAM,CAM,Atalanta,Serie A,24,70.0,79.0,80.0,83.0,56.0,68.0,82,80.80000000000001,8.75,52,82.0,1
Yannick Ferreira Carrasco,Yannick Ferreira Carrasco,Belgium,LW,LW,Al Shabab,Pro League,31,87.0,80.0,77.0,85.0,58.0,67.0,81,78.6,10.0,52,81.0,1
Jérémy Doku,Jérémy Doku,Belgium,LW,LW,Manchester City,Premier League,23,91.0,71.0,72.0,87.0,32.0,68.0,80,75.19999999999999,10.5,52,80.0,1
Arthur Nicolas Theate,Arthur Nicolas Theate,Belgium,CB,CB,Eintracht Frankfurt,Bundesliga,25,67.0,40.0,70.0,71.0,80.0,82.0,80,74.0,8.5,8,80.0,1
Hans Vanaken,Hans Vanaken,Belgium,CAM,CAM,Club Brugge KV,Pro League,32,45.0,79.0,84.0,77.0,60.0,78.0,80,82.4,11.25,52,80.0,1
Maxim De Cuyper,Maxim De Cuyper,Belgium,LB,LB,Brighton & Hove Albion,Premier League,24,76.0,73.0,80.0,79.0,75.0,75.0,80,80.0,8.5,8,80.0,1
Amadou Zeund Georges Ba Mvom Onana,Amadou Zeund Georges Ba Mvom Onana,Belgium,CDM,CDM,Aston Villa,Premier League,23,74.0,62.0,72.0,73.0,78.0,81.0,79,74.8,9.5,8,79.0,1
Alexis Jesse Saelemaekers,Alexis Jesse Saelemaekers,Belgium,RM,RM,AC Milan,Serie A,26,80.0,67.0,75.0,81.0,66.0,63.0,79,76.6,9.75,8,79.0,1
Malick Martin Fofana,Malick Martin Fofana,Belgium,LM,LM,Olympique Lyonnais,Ligue 1,20,86.0,69.0,70.0,82.0,40.0,48.0,78,73.2,9.25,8,78.0,1
Saint-Cyr Johan Bakayoko,Saint-Cyr Johan Bakayoko,Belgium,RW,RW,RB Leipzig,Bundesliga,22,85.0,72.0,70.0,81.0,33.0,63.0,78,73.2,9.0,8,78.0,1
Axel Laurent Angel Lambert Witsel,Axel Laurent Angel Lambert Witsel,Belgium,CB,CB,Girona FC,La Liga,36,31.0,63.0,76.0,74.0,79.0,66.0,77,76.4,7.25,52,77.0,1
Matte Smets,Matte Smets,Belgium,CB,CB,KRC Genk,Pro League,21,65.0,33.0,69.0,67.0,77.0,74.0,76,71.8,8.75,8,76.0,1
Thomas Andre A. Meunier,Thomas Andre A. Meunier,Belgium,RB,RB,Lille OSC,Ligue 1,33,63.0,74.0,72.0,71.0,75.0,81.0,76,73.6,9.0,52,76.0,1
Timothy Castagne,Timothy Castagne,Belgium,RB,RB,Fulham FC,Premier League,29,68.0,57.0,70.0,72.0,74.0,71.0,76,72.4,12.0,8,76.0,1
Brandon Mechele,Brandon Mechele,Belgium,CB,CB,Club Brugge KV,Pro League,32,49.0,40.0,55.0,56.0,80.0,78.0,76,63.400000000000006,10.75,8,76.0,1
Koni De Winter,Koni De Winter,Belgium,CB,CB,AC Milan,Serie A,23,67.0,40.0,58.0,66.0,75.0,72.0,74,64.4,9.5,8,74.0,1
Zeno Van Den Bosch,Zeno Van Den Bosch,Belgium,CB,CB,Royal Antwerp FC,Pro League,21,60.0,28.0,65.0,53.0,74.0,73.0,74,68.6,9.75,8,74.0,1
Mohamed Salah Hamed Ghaly,Mohamed Salah Hamed Ghaly,Egypt,RM,RM,Liverpool,Premier League,33,89.0,88.0,86.0,90.0,45.0,76.0,91,88.0,13.25,96,91.0,1
Omar Khaled Mohamed Marmoush,Omar Khaled Mohamed Marmoush,Egypt,ST,ST,Manchester City,Premier League,26,89.0,85.0,76.0,86.0,34.0,71.0,84,79.2,10.75,52,84.0,1
Ahmed Elsayed Ali Elsayed Hegazy,Ahmed Elsayed Ali Elsayed Hegazy,Egypt,CB,CB,NEOM SC,Pro League,34,33.0,26.0,50.0,54.0,75.0,77.0,75,60.0,11.5,8,75.0,1
Mohamed Abdelmonem,Mohamed Abdelmonem,Egypt,CB,CB,OGC Nice,Ligue 1,26,62.0,40.0,63.0,61.0,74.0,74.0,74,67.4,12.0,8,74.0,1
Mostafa Mohamed Ahmed Abdalla,Mostafa Mohamed Ahmed Abdalla,Egypt,ST,ST,FC Nantes,Ligue 1,27,70.0,74.0,58.0,67.0,37.0,78.0,73,64.0,10.25,8,73.0,1
Ahmed Hassan Mahgoub,Ahmed Hassan Mahgoub,Egypt,ST,ST,Al Ettifaq,Pro League,32,51.0,73.0,56.0,67.0,30.0,76.0,72,62.400000000000006,13.5,8,72.0,1
Rami Hisham Abdel Aziz Rabia,Rami Hisham Abdel Aziz Rabia,Egypt,CB,CB,Al Ain,Pro League,32,60.0,49.0,55.0,55.0,67.0,72.0,67,59.8,10.5,8,67.0,1
Omar Fayed,Omar Fayed,Egypt,CB,CB,FC Arouca,Primeira Liga,21,59.0,34.0,50.0,57.0,65.0,69.0,65,56.0,10.5,8,65.0,1
Karim Ashraf Ahmed,Karim Ashraf Ahmed,Egypt,ST,ST,Al Akhdoud Saudi Club,Pro League,21,65.0,50.0,39.0,50.0,32.0,65.0,53,44.6,9.0,8,53.0,1
Sonny Sharples-Ahmed,Sonny Sharples-Ahmed,Egypt,CM,CM,Bolton Wanderers,League One,20,67.0,45.0,52.0,55.0,47.0,50.0,52,52.0,9.5,8,52.0,1
Mehdi Taremi,Mehdi Taremi,Iran,ST,ST,Olympiacos FC,Super League,32,74.0,78.0,74.0,78.0,38.0,68.0,78,75.6,10.75,30,78.0,1
Seyed Allahyar Sayyadmanesh Shiadeh,Seyed Allahyar Sayyadmanesh Shiadeh,Iran,LM,LM,KVC Westerlo,Pro League,24,87.0,70.0,65.0,74.0,47.0,78.0,74,68.6,11.0,8,74.0,1
Ali Gholizadeh,Ali Gholizadeh,Iran,RM,RM,Lech Poznań,Ekstraklasa,29,71.0,67.0,69.0,72.0,46.0,65.0,71,69.8,11.0,8,71.0,1
Amir Abedzadeh,Amir Abedzadeh,Iran,GK,GK,CD Castellón,La Liga 2,32,45.0,45.0,45.0,45.0,45.0,45.0,68,68.0,67.5,8,68.0,1
Seyed Majid Hosseini,Seyed Majid Hosseini,Iran,CB,CB,Kayserispor,Süper Lig,29,56.0,30.0,46.0,50.0,69.0,75.0,68,54.8,11.0,8,68.0,1
Ali Karimi,Ali Karimi,Iran,CDM,CDM,Kayserispor,Süper Lig,31,55.0,60.0,64.0,66.0,65.0,71.0,67,65.2,8.5,8,67.0,1
Christopher Grant Wood,Christopher Grant Wood,New Zealand,ST,ST,Nottingham Forest,Premier League,33,53.0,83.0,68.0,72.0,40.0,81.0,82,73.6,13.25,52,82.0,1
Joe Zen Robert Bell,Joe Zen Robert Bell,New Zealand,CDM,CDM,Viking FK,Eliteserien,26,70.0,64.0,72.0,71.0,69.0,81.0,74,72.8,8.0,8,74.0,1
Liberato Gianpaolo Cacace,Liberato Gianpaolo Cacace,New Zealand,LB,LB,Wrexham,Championship,24,72.0,60.0,67.0,71.0,69.0,74.0,72,69.0,11.0,8,72.0,1
Marko Seufatu Nikola Stamenić,Marko Seufatu Nikola Stamenić,New Zealand,CDM,CDM,Swansea City,Championship,23,67.0,60.0,68.0,71.0,66.0,75.0,71,69.2,10.75,8,71.0,1
Alexander Noah Paulsen,Alexander Noah Paulsen,New Zealand,GK,GK,Lechia Gdańsk,Ekstraklasa,22,45.0,45.0,45.0,45.0,45.0,45.0,71,71.0,69.0,8,71.0,1
Michael Joseph Boxall,Michael Joseph Boxall,New Zealand,CB,CB,Minnesota United FC,Major League Soccer,36,52.0,43.0,60.0,57.0,69.0,80.0,70,64.0,9.25,8,70.0,1
Tyler Grant Bindon,Tyler Grant Bindon,New Zealand,CB,CB,Sheffield United,Championship,20,58.0,46.0,59.0,64.0,68.0,73.0,69,63.0,9.0,8,69.0,1
Francis de Vries,Francis de Vries,New Zealand,LB,LB,Auckland FC,A-League Men,30,64.0,53.0,67.0,62.0,63.0,83.0,69,67.8,8.5,8,69.0,1
Konstantinos Barbarouses,Konstantinos Barbarouses,New Zealand,ST,ST,Western Sydney Wanderers,A-League Men,35,78.0,69.0,58.0,69.0,40.0,77.0,68,62.0,10.25,8,68.0,1
Finn Surman,Finn Surman,New Zealand,CB,CB,Portland Timbers,Major League Soccer,21,65.0,33.0,49.0,55.0,66.0,78.0,68,56.6,13.0,8,68.0,1
Benjamin Craig Old,Benjamin Craig Old,New Zealand,LW,LW,AS Saint-Étienne,Ligue 2,22,82.0,58.0,63.0,71.0,52.0,69.0,68,65.0,7.5,8,68.0,1
Alex Arthur Rufer,Alex Arthur Rufer,New Zealand,CDM,CDM,Wellington Phoenix,A-League Men,29,64.0,59.0,65.0,65.0,63.0,78.0,67,65.8,12.25,8,67.0,1
Callum William McCowatt,Callum William McCowatt,New Zealand,CAM,CAM,Silkeborg IF,Superliga,26,76.0,67.0,65.0,67.0,52.0,67.0,67,65.8,10.0,8,67.0,1
Nando Zen Pijnaker,Nando Zen Pijnaker,New Zealand,CB,CB,Auckland FC,A-League Men,26,60.0,48.0,54.0,53.0,65.0,79.0,67,59.2,12.0,8,67.0,1
Elijah Henry Just,Elijah Henry Just,New Zealand,LW,LW,Motherwell FC,Premiership,25,81.0,66.0,58.0,68.0,38.0,53.0,66,61.2,12.25,8,66.0,1
Ryan Jared Thomas,Ryan Jared Thomas,New Zealand,CM,CM,PEC Zwolle,Eredivisie,30,57.0,58.0,68.0,69.0,57.0,66.0,66,67.2,9.75,8,66.0,1
Maxime Teremoana Crocombe,Maxime Teremoana Crocombe,New Zealand,GK,GK,Millwall FC,Championship,31,45.0,45.0,45.0,45.0,45.0,45.0,65,65.0,64.5,8,65.0,1
Bill Poni Tuiloma,Bill Poni Tuiloma,New Zealand,CB,CB,Charlotte FC,Major League Soccer,30,60.0,52.0,63.0,56.0,63.0,73.0,65,63.8,10.0,8,65.0,1
Matthew Jimmy David Garbett,Matthew Jimmy David Garbett,New Zealand,CAM,CAM,Peterborough United,League One,23,68.0,61.0,62.0,65.0,52.0,65.0,65,63.199999999999996,7.5,8,65.0,1
Logan Tipene Rogerson,Logan Tipene Rogerson,New Zealand,RM,RM,Auckland FC,A-League Men,27,79.0,63.0,56.0,63.0,46.0,72.0,64,59.2,9.25,8,64.0,1
James Robert McGarry,James Robert McGarry,New Zealand,LB,LB,Brisbane Roar,A-League Men,27,82.0,59.0,58.0,67.0,55.0,75.0,64,60.4,9.0,8,64.0,1
Oliver Steven Edward Sail,Oliver Steven Edward Sail,New Zealand,GK,GK,Auckland FC,A-League Men,29,45.0,45.0,45.0,45.0,45.0,45.0,63,63.0,62.5,8,63.0,1
Sam Harry Sutton,Sam Harry Sutton,New Zealand,LB,LB,Perth Glory,A-League Men,23,79.0,57.0,62.0,65.0,55.0,71.0,63,62.4,7.5,8,63.0,1
Cameron Drew Neru Howieson,Cameron Drew Neru Howieson,New Zealand,CM,CM,Auckland FC,A-League Men,30,70.0,61.0,62.0,62.0,54.0,69.0,62,62.0,11.75,8,62.0,1
Benjamin Peter Waine,Benjamin Peter Waine,New Zealand,ST,ST,Port Vale,League One,24,77.0,61.0,54.0,60.0,44.0,68.0,62,57.2,11.25,8,62.0,1
Luke Brooke-Smith,Luke Brooke-Smith,New Zealand,RW,RW,Wellington Phoenix,A-League Men,17,78.0,57.0,49.0,59.0,40.0,73.0,57,52.2,7.25,8,57.0,1
Rodrigo Hernández Cascante,Rodrigo Hernández Cascante,Spain,CDM,CDM,Manchester City,Premier League,29,65.0,80.0,86.0,84.0,86.0,85.0,90,87.6,10.5,96,90.0,1
Pedro González López,Pedro González López,Spain,CM,CM,FC Barcelona,La Liga,22,77.0,73.0,85.0,91.0,78.0,77.0,89,86.6,8.75,74,89.0,1
Lamine Yamal Nasraoui Ebana,Lamine Yamal Nasraoui Ebana,Spain,RM,RM,FC Barcelona,La Liga,17,85.0,81.0,86.0,90.0,23.0,53.0,89,87.2,9.75,96,89.0,1
David Raya Martín,David Raya Martín,Spain,GK,GK,Arsenal,Premier League,29,45.0,45.0,45.0,45.0,45.0,45.0,87,87.0,85.5,74,87.0,1
Nicholas Williams Arthuer,Nicholas Williams Arthuer,Spain,LM,LM,Athletic Club,La Liga,22,93.0,76.0,80.0,87.0,36.0,66.0,86,82.4,12.0,52,86.0,1
Daniel Olmo Carvajal,Daniel Olmo Carvajal,Spain,CAM,CAM,FC Barcelona,La Liga,27,73.0,79.0,83.0,87.0,50.0,56.0,85,83.8,13.25,52,85.0,1
David de Gea Quintana,David de Gea Quintana,Spain,GK,GK,Fiorentina,Serie A,34,45.0,45.0,45.0,45.0,45.0,45.0,85,85.0,83.5,52,85.0,1
Daniel Carvajal Ramos,Daniel Carvajal Ramos,Spain,RB,RB,Real Madrid,La Liga,33,80.0,58.0,79.0,81.0,81.0,79.0,85,81.4,12.5,74,85.0,1
Íñigo Martínez Berridi,Íñigo Martínez Berridi,Spain,CB,CB,Al Nassr,Pro League,34,71.0,57.0,72.0,68.0,85.0,80.0,85,77.19999999999999,13.0,52,85.0,1
Unai Simón Mendibil,Unai Simón Mendibil,Spain,GK,GK,Athletic Club,La Liga,28,45.0,45.0,45.0,45.0,45.0,45.0,85,85.0,83.25,52,85.0,1
Fabián Ruiz Peña,Fabián Ruiz Peña,Spain,CM,CM,Paris Saint-Germain,Ligue 1,29,61.0,77.0,80.0,81.0,75.0,72.0,85,82.0,13.25,52,85.0,1
Marc Cucurella Saseta,Marc Cucurella Saseta,Spain,LB,LB,Chelsea,Premier League,26,75.0,64.0,79.0,80.0,82.0,79.0,84,81.0,10.25,52,84.0,1
Marcos Llorente Moreno,Marcos Llorente Moreno,Spain,RB,RB,Atlético Madrid,La Liga,30,89.0,79.0,78.0,81.0,78.0,82.0,84,80.4,11.25,52,84.0,1
Daniel Vivian Moreno,Daniel Vivian Moreno,Spain,CB,CB,Athletic Club,La Liga,25,79.0,50.0,63.0,72.0,84.0,83.0,84,71.4,8.75,52,84.0,1
Alejandro Baena Rodríguez,Alejandro Baena Rodríguez,Spain,LM,LM,Atlético Madrid,La Liga,23,79.0,76.0,84.0,82.0,65.0,68.0,84,84.0,10.0,52,84.0,1
Alejandro Grimaldo García,Alejandro Grimaldo García,Spain,LM,LM,Bayer 04 Leverkusen,Bundesliga,29,72.0,73.0,87.0,85.0,74.0,67.0,84,85.8,10.0,52,84.0,1
Alejandro Balde Martínez,Alejandro Balde Martínez,Spain,LB,LB,FC Barcelona,La Liga,21,91.0,50.0,75.0,79.0,78.0,67.0,83,78.2,9.0,52,83.0,1
Robin Le Normand,Robin Le Normand,Spain,CB,CB,Atlético Madrid,La Liga,28,65.0,28.0,59.0,63.0,84.0,80.0,83,68.6,11.75,52,83.0,1
Ferran Torres García,Ferran Torres García,Spain,LW,LW,FC Barcelona,La Liga,25,83.0,81.0,79.0,83.0,35.0,68.0,83,80.6,12.0,52,83.0,1
Iago Aspas Juncal,Iago Aspas Juncal,Spain,RW,RW,RC Celta,La Liga,37,77.0,84.0,80.0,84.0,35.0,62.0,83,81.2,13.25,52,83.0,1
Ayoze Pérez Gutiérrez,Ayoze Pérez Gutiérrez,Spain,ST,ST,Villarreal CF,La Liga,31,86.0,83.0,80.0,83.0,59.0,67.0,83,81.2,11.5,52,83.0,1
Pau Cubarsí Paredes,Pau Cubarsí Paredes,Spain,CB,CB,FC Barcelona,La Liga,18,70.0,42.0,66.0,77.0,84.0,76.0,82,72.4,9.25,52,82.0,1
José Ignacio Fernández Iglesias,José Ignacio Fernández Iglesias,Spain,CB,CB,Al Qadsiah FC,Pro League,35,73.0,37.0,68.0,71.0,82.0,79.0,82,73.6,10.25,52,82.0,1
Mikel Oyarzabal Ugarte,Mikel Oyarzabal Ugarte,Spain,ST,ST,Real Sociedad,La Liga,28,77.0,83.0,81.0,82.0,42.0,65.0,82,81.4,10.0,52,82.0,1
Álvaro Borja Morata Martín,Álvaro Borja Morata Martín,Spain,ST,ST,Como,Serie A,32,78.0,81.0,74.0,80.0,31.0,78.0,81,76.8,4.5,52,81.0,1
Gerard Moreno Balagueró,Gerard Moreno Balagueró,Spain,ST,ST,Villarreal CF,La Liga,33,77.0,82.0,77.0,80.0,46.0,71.0,81,78.6,12.25,52,81.0,1
Logan Evans Costa,Logan Evans Costa,Cape Verde,CB,CB,Villarreal CF,La Liga,24,60.0,40.0,59.0,67.0,77.0,78.0,77,66.2,8.0,8,77.0,1
Bruno Miguel Semedo Varela,Bruno Miguel Semedo Varela,Cape Verde,GK,GK,Al Hazem FC,Pro League,30,45.0,45.0,45.0,45.0,45.0,45.0,74,74.0,73.75,8,74.0,1
Nuno Miguel da Costa Jóia,Nuno Miguel da Costa Jóia,Cape Verde,ST,ST,Medipol Başakşehir FK,Süper Lig,34,82.0,73.0,63.0,73.0,27.0,65.0,74,67.4,11.75,8,74.0,1
Steven Moreira,Steven Moreira,Cape Verde,CB,CB,Columbus Crew,Major League Soccer,30,73.0,33.0,67.0,71.0,72.0,74.0,72,69.0,12.0,8,72.0,1
Leandro Livramento Andrade,Leandro Livramento Andrade,Cape Verde,RW,RW,Qarabağ FK,Premyer Liqa,25,75.0,70.0,64.0,75.0,29.0,60.0,72,67.2,10.5,8,72.0,1
Wagner Fabrício Cardoso de Pina,Wagner Fabrício Cardoso de Pina,Cape Verde,RM,RM,Trabzonspor,Süper Lig,22,81.0,57.0,66.0,71.0,65.0,65.0,72,68.4,13.25,8,72.0,1
Telmo Emanuel Gomes Arcanjo,Telmo Emanuel Gomes Arcanjo,Cape Verde,RM,RM,Vitória SC,Primeira Liga,24,74.0,61.0,68.0,71.0,38.0,60.0,71,69.2,9.75,8,71.0,1
Jovane Eduardo Borges Cabral,Jovane Eduardo Borges Cabral,Cape Verde,LW,LW,Estrela da Amadora,Primeira Liga,27,77.0,71.0,68.0,72.0,38.0,68.0,70,68.8,10.25,8,70.0,1
Dailon Rocha Livramento do Rosario,Dailon Rocha Livramento do Rosario,Cape Verde,ST,ST,Casa Pia,Primeira Liga,24,82.0,71.0,56.0,68.0,34.0,64.0,70,61.6,8.5,8,70.0,1
Jamiro Gregory Monteiro Alvarenga,Jamiro Gregory Monteiro Alvarenga,Cape Verde,CAM,CAM,PEC Zwolle,Eredivisie,31,72.0,59.0,70.0,72.0,54.0,68.0,69,69.6,6.25,8,69.0,1
Luís Henrique Barros Lopes,Luís Henrique Barros Lopes,Cape Verde,LM,LM,CD Leganés,La Liga 2,25,81.0,65.0,63.0,71.0,41.0,66.0,68,65.0,7.0,8,68.0,1
Sidnei Wilson Vieira David Tavares,Sidnei Wilson Vieira David Tavares,Cape Verde,CDM,CDM,Blackburn Rovers,Championship,23,66.0,56.0,66.0,66.0,63.0,68.0,68,66.80000000000001,10.75,8,68.0,1
Fabrício Garcia Andrade,Fabrício Garcia Andrade,Cape Verde,LM,LM,GD Estoril Praia,Primeira Liga,24,73.0,67.0,59.0,66.0,28.0,43.0,67,62.2,11.25,8,67.0,1
Vasco Rafael Fortes Lopes,Vasco Rafael Fortes Lopes,Cape Verde,RM,RM,Radomiak Radom,Ekstraklasa,25,80.0,61.0,60.0,70.0,31.0,55.0,67,62.8,9.75,8,67.0,1
Ricardo Alexandre Almeida Santos,Ricardo Alexandre Almeida Santos,Cape Verde,CB,CB,Swansea City,Championship,30,64.0,39.0,47.0,49.0,65.0,82.0,67,55.0,11.75,8,67.0,1
Ivanildo Jorge Mendes Fernandes,Ivanildo Jorge Mendes Fernandes,Cape Verde,CB,CB,CD Nacional,Primeira Liga,29,54.0,28.0,46.0,47.0,65.0,78.0,66,54.0,8.0,8,66.0,1
Sidny Lopes Cabral,Sidny Lopes Cabral,Cape Verde,RB,RB,Estrela da Amadora,Primeira Liga,22,82.0,53.0,63.0,68.0,60.0,62.0,66,64.2,10.5,8,66.0,1
Roberto Carlos Lopes,Roberto Carlos Lopes,Cape Verde,CB,CB,Shamrock Rovers,Premier Division,33,45.0,29.0,46.0,51.0,64.0,77.0,66,54.0,9.25,8,66.0,1
Bryan Silva Teixeira,Bryan Silva Teixeira,Cape Verde,ST,ST,LASK Linz,Bundesliga,24,81.0,64.0,62.0,69.0,48.0,67.0,66,63.599999999999994,11.0,8,66.0,1
Hélder Luís Lopes Vieira Tavares,Hélder Luís Lopes Vieira Tavares,Cape Verde,CDM,CDM,CD Tondela,Primeira Liga,35,53.0,55.0,58.0,61.0,62.0,70.0,65,60.8,10.0,8,65.0,1
Bruno Miguel Santos Leite,Bruno Miguel Santos Leite,Cape Verde,CM,CM,FK Haugesund,Eliteserien,30,68.0,55.0,61.0,66.0,60.0,67.0,65,62.6,11.75,8,65.0,1
Diogo Alexandre de Almeida Mendes,Diogo Alexandre de Almeida Mendes,Cape Verde,CDM,CDM,Rapid Bucuresti,Liga I,27,64.0,48.0,57.0,63.0,63.0,69.0,64,59.8,10.75,8,64.0,1
João Paulino Moreira Fernandes,João Paulino Moreira Fernandes,Cape Verde,CM,CM,Oțelul Galați,Liga I,27,71.0,57.0,61.0,64.0,62.0,63.0,64,62.2,10.25,8,64.0,1
Steve Furtado Pereira,Steve Furtado Pereira,Cape Verde,RB,RB,FCV Farul Constanța,Liga I,30,66.0,45.0,59.0,61.0,58.0,58.0,63,60.6,7.25,8,63.0,1
Fábio Patrick dos Reis dos Santos Fernandes,Fábio Patrick dos Reis dos Santos Fernandes,Cape Verde,ST,ST,Oțelul Galați,Liga I,31,54.0,65.0,52.0,58.0,26.0,74.0,63,56.400000000000006,8.0,8,63.0,1
José Luís Rocha Tavares,José Luís Rocha Tavares,Cape Verde,CAM,CAM,Santa Clara,Primeira Liga,22,67.0,46.0,56.0,66.0,40.0,51.0,60,57.6,8.75,8,60.0,1
Salem Al Dawsari,Salem Al Dawsari,Saudi Arabia,LM,LM,Al Hilal,Pro League,33,87.0,75.0,75.0,84.0,57.0,81.0,82,77.80000000000001,10.75,52,82.0,1
Saud Abdullah Abdul Hamid,Saud Abdullah Abdul Hamid,Saudi Arabia,RB,RB,RC Lens,Ligue 1,25,86.0,46.0,66.0,71.0,69.0,70.0,75,69.6,10.0,8,75.0,1
Firas Tariq Nasser Al Buraikan,Firas Tariq Nasser Al Buraikan,Saudi Arabia,LM,LM,Al Ahli SFC,Pro League,25,78.0,72.0,62.0,74.0,37.0,73.0,75,67.19999999999999,7.25,8,75.0,1
Musab Fahd Al Juwayr,Musab Fahd Al Juwayr,Saudi Arabia,CM,CM,Al Qadsiah FC,Pro League,22,68.0,67.0,79.0,74.0,56.0,70.0,75,77.4,9.75,8,75.0,1
Hassan Mohammed Tambakti,Hassan Mohammed Tambakti,Saudi Arabia,CB,CB,Al Hilal,Pro League,26,83.0,35.0,57.0,64.0,73.0,74.0,72,63.0,11.75,8,72.0,1
Nawaf Dhahi Faisal Al Suwaiti Al Aqidi,Nawaf Dhahi Faisal Al Suwaiti Al Aqidi,Saudi Arabia,GK,GK,Al Nassr,Pro League,25,45.0,45.0,45.0,45.0,45.0,45.0,72,72.0,71.0,8,72.0,1
Mohamed Ibrahim Abdullah Kanno,Mohamed Ibrahim Abdullah Kanno,Saudi Arabia,CM,CM,Al Hilal,Pro League,30,72.0,69.0,70.0,71.0,69.0,76.0,72,70.8,12.25,8,72.0,1
Sultan Abdullah Salem Al Ghannam,Sultan Abdullah Salem Al Ghannam,Saudi Arabia,RB,RB,Al Nassr,Pro League,31,82.0,60.0,72.0,74.0,63.0,70.0,72,72.0,11.0,8,72.0,1
Hassan Kadesh Mahboob,Hassan Kadesh Mahboob,Saudi Arabia,LB,LB,Al Ittihad,Pro League,32,75.0,49.0,62.0,63.0,67.0,79.0,71,65.6,12.75,8,71.0,1
Ahmed Mohammed Sharahili,Ahmed Mohammed Sharahili,Saudi Arabia,CB,CB,Al Ittihad,Pro League,31,72.0,33.0,60.0,63.0,70.0,74.0,71,64.4,11.75,8,71.0,1
Ali Mohammed Ali Lajami,Ali Mohammed Ali Lajami,Saudi Arabia,CB,CB,Al Hilal,Pro League,29,76.0,48.0,58.0,60.0,68.0,77.0,70,62.8,12.25,8,70.0,1
Mohammed Ibrahim Mohammed Al Burayk,Mohammed Ibrahim Mohammed Al Burayk,Saudi Arabia,LB,LB,NEOM SC,Pro League,32,71.0,56.0,73.0,69.0,63.0,66.0,70,71.8,8.75,8,70.0,1
Abdulelah Ali Awadh Al Amri,Abdulelah Ali Awadh Al Amri,Saudi Arabia,CB,CB,Al Nassr,Pro League,28,69.0,29.0,51.0,47.0,68.0,81.0,70,58.599999999999994,10.0,8,70.0,1
Muhannad Mustafa Al Shanqeeti,Muhannad Mustafa Al Shanqeeti,Saudi Arabia,RB,RB,Al Ittihad,Pro League,26,82.0,42.0,62.0,66.0,64.0,69.0,70,65.19999999999999,9.0,8,70.0,1
Abdulrahman Abdullah Ghareeb,Abdulrahman Abdullah Ghareeb,Saudi Arabia,LM,LM,Al Nassr,Pro League,28,84.0,62.0,64.0,74.0,25.0,57.0,70,66.4,9.5,8,70.0,1
Abdulrahman Ali Hassan Al Aboud,Abdulrahman Ali Hassan Al Aboud,Saudi Arabia,RM,RM,Al Ittihad,Pro League,30,88.0,63.0,59.0,72.0,45.0,59.0,70,63.4,10.25,8,70.0,1
