group,team,player,club,league,position,role,age,ea_overall,skill,form,experience,overall
A,South Africa,Shandre Miguel Campbell,Club Brugge KV,Pro League,FWD,W,19,65.0,67.5,65.0,13.9,63.7
A,South Africa,Ime Okon,Hannover 96,2. Bundesliga,DEF,CB,21,67.0,65.0,67.0,17.2,62.7
A,South Africa,Sphephelo Sithole,CD Tondela,Primeira Liga,MID,DM,26,65.0,64.0,65.0,25.5,62.5
A,South Africa,Luke Gareth Le Roux,Portsmouth,Championship,MID,CM,25,66.0,63.7,66.0,23.9,62.2
A,South Africa,Moegamat Yusuf Maart,SV Ried,Bundesliga,MID,CM,29,67.0,62.0,67.0,30.5,62.0
A,South Africa,Antonio van Wyk,SV Ried,Bundesliga,FWD,W,23,62.0,63.4,62.0,20.5,61.1
A,South Africa,Samukelo Kabini,Molde FK,Eliteserien,DEF,FB,21,63.0,61.2,63.0,17.2,59.4
A,South Africa,Kgaogelo Chauke,Burton Albion,League One,MID,CM,22,61.0,59.2,61.0,18.9,57.9
A,South Africa,Olwethu Makhanya,Philadelphia Union,Major League Soccer,DEF,CB,21,57.0,57.5,57.0,17.2,55.9
A,South Africa,Elias Mokwana,Al Hazem FC,Pro League,FWD,W,25,51.0,53.3,51.0,23.9,52.8
A,South Korea,Heung-min Son,Los Angeles FC,Major League Soccer,FWD,W,32,85.0,83.1,85.0,74.7,83.6
A,South Korea,Min-jae Kim,FC Bayern München,Bundesliga,DEF,CB,28,82.0,77.3,82.0,68.1,78.5
A,South Korea,Kang-in Lee,Paris Saint-Germain,Ligue 1,FWD,W,24,79.0,77.4,79.0,46.5,75.9
A,South Korea,Jae-sung Lee,1. FSV Mainz 05,Bundesliga,MID,AM,32,77.0,74.3,77.0,59.8,74.8
A,South Korea,Hee-chan Hwang,Wolverhampton Wanderers,Premier League,FWD,ST,29,75.0,74.9,75.0,30.5,72.0
A,South Korea,Dong-gyeong Lee,Gimcheon Sangmu FC,K League 1,MID,AM,27,75.0,74.6,75.0,27.2,71.4
A,South Korea,In-beom Hwang,Feyenoord,Eredivisie,MID,CM,28,77.0,72.4,77.0,28.9,70.4
A,South Korea,Ui-jo Hwang,Alanyaspor,Süper Lig,FWD,ST,32,71.0,72.4,71.0,35.5,70.1
A,South Korea,Hyeon-woo Jo,Ulsan HD FC,K League 1,GK,GK,33,75.0,70.7,75.0,37.2,69.8
A,South Korea,Min-kyu Joo,Daejeon Citizen,K League 1,FWD,ST,35,74.0,70.9,74.0,37.2,69.8
A,South Korea,Hyeon-seok Hong,FC Nantes,Ligue 1,MID,AM,26,73.0,72.6,73.0,25.5,69.6
A,South Korea,Jin-woo Jeon,Jeonbuk Hyundai Motors,K League 1,FWD,W,25,72.0,72.6,72.0,23.9,69.3
A,South Korea,Seung-wook Park,Pohang Steelers,K League 1,DEF,CB,28,71.0,71.8,71.0,28.9,69.1
A,South Korea,Jin-seob Park,Jeonbuk Hyundai Motors,K League 1,DEF,CB,29,71.0,71.1,71.0,30.5,68.8
A,South Korea,Chang-geun Lee,Daejeon Citizen,K League 1,GK,GK,31,74.0,69.7,74.0,33.9,68.6
A,South Korea,Min-kwang Jeon,Pohang Steelers,K League 1,DEF,CB,32,70.0,69.9,70.0,35.5,68.3
A,South Korea,Woo-yeong Jeong,1. FC Union Berlin,Bundesliga,MID,AM,25,73.0,70.7,73.0,23.9,68.2
A,South Korea,Seung-ho Paik,Birmingham City,Championship,MID,DM,28,72.0,70.0,72.0,28.9,68.0
A,South Korea,Seung-beom Ko,Ulsan HD FC,K League 1,MID,CM,31,71.0,69.3,71.0,33.9,67.9
A,South Korea,Young-gwon Kim,Ulsan HD FC,K League 1,DEF,CB,35,70.0,68.9,70.0,37.2,67.8
A,South Korea,Kyung-won Kwon,FC Anyang,K League 1,DEF,CB,33,70.0,68.9,70.0,37.2,67.8
A,South Korea,Bum-keun Song,Jeonbuk Hyundai Motors,K League 1,GK,GK,27,74.0,69.0,74.0,27.2,67.5
A,South Korea,Jae-won Hwang,Daegu FC,K League 1,DEF,FB,22,70.0,70.8,70.0,18.9,67.2
A,South Korea,Ji-su Park,Wuhan Three Towns,Super League,DEF,CB,31,70.0,68.3,70.0,33.9,67.0
A,South Korea,Bong-soo Kim,Daejeon Citizen,K League 1,MID,DM,25,72.0,68.4,72.0,23.9,66.4
A,South Korea,Seung-hyun Jung,Ulsan HD FC,K League 1,DEF,CB,31,70.0,65.9,70.0,33.9,65.4
H,Spain,Rodrigo Hernández Cascante,Manchester City,Premier League,MID,DM,29,90.0,85.9,90.0,84.5,87.2
H,Spain,Pedro González López,FC Barcelona,La Liga,MID,CM,22,89.0,83.3,89.0,67.2,83.6
H,Spain,Daniel Carvajal Ramos,Real Madrid,La Liga,DEF,FB,33,85.0,80.2,85.0,85.5,82.7
H,Spain,Marcos Llorente Moreno,Atlético Madrid,La Liga,DEF,FB,30,84.0,81.8,84.0,71.4,82.2
H,Spain,Iago Aspas Juncal,RC Celta,La Liga,FWD,W,37,83.0,81.2,83.0,76.4,82.2
H,Spain,Daniel Olmo Carvajal,FC Barcelona,La Liga,MID,AM,27,85.0,82.0,85.0,66.4,82.0
H,Spain,David Raya Martín,Arsenal,Premier League,GK,GK,29,87.0,79.4,87.0,78.8,81.8
H,Spain,Ayoze Pérez Gutiérrez,Villarreal CF,La Liga,FWD,ST,31,83.0,80.9,83.0,73.1,81.6
H,Spain,Íñigo Martínez Berridi,Al Nassr,Pro League,DEF,CB,34,85.0,79.7,85.0,76.4,81.4
H,Spain,Lamine Yamal Nasraoui Ebana,FC Barcelona,La Liga,MID,WM,17,89.0,80.1,89.0,66.1,81.3
H,Spain,Ferran Torres García,FC Barcelona,La Liga,FWD,W,25,83.0,81.7,83.0,63.1,81.1
H,Spain,Alejandro Grimaldo García,Bayer 04 Leverkusen,Bundesliga,MID,WM,29,84.0,80.3,84.0,69.7,81.0
H,Spain,Álvaro Borja Morata Martín,Como,Serie A,FWD,ST,32,81.0,79.3,81.0,74.7,80.4
H,Spain,Nicholas Williams Arthuer,Athletic Club,La Liga,MID,WM,22,86.0,80.3,86.0,58.1,80.2
H,Spain,David de Gea Quintana,Fiorentina,Serie A,GK,GK,34,85.0,77.7,85.0,76.4,80.1
H,Spain,Fabián Ruiz Peña,Paris Saint-Germain,Ligue 1,MID,CM,29,85.0,78.6,85.0,69.7,80.0
H,Spain,Gerard Moreno Balagueró,Villarreal CF,La Liga,FWD,ST,33,81.0,78.6,81.0,76.4,80.0
H,Spain,Marc Cucurella Saseta,Chelsea,Premier League,DEF,FB,26,84.0,79.1,84.0,64.7,79.7
H,Spain,Alejandro Baena Rodríguez,Atlético Madrid,La Liga,MID,WM,23,84.0,79.8,84.0,59.7,79.7
H,Spain,Daniel Vivian Moreno,Athletic Club,La Liga,DEF,CB,25,84.0,79.2,84.0,63.1,79.6
H,Spain,José Ignacio Fernández Iglesias,Al Qadsiah FC,Pro League,DEF,CB,35,82.0,77.6,82.0,76.4,79.5
H,Spain,Mikel Oyarzabal Ugarte,Real Sociedad,La Liga,FWD,ST,28,82.0,78.5,82.0,68.1,79.3
H,Spain,Unai Simón Mendibil,Athletic Club,La Liga,GK,GK,28,85.0,77.5,85.0,68.1,79.1
H,Spain,Alejandro Balde Martínez,FC Barcelona,La Liga,DEF,FB,21,83.0,79.0,83.0,56.4,78.6
H,Spain,Robin Le Normand,Atlético Madrid,La Liga,DEF,CB,28,83.0,76.0,83.0,68.1,77.8
H,Spain,Pau Cubarsí Paredes,FC Barcelona,La Liga,DEF,CB,18,82.0,77.0,82.0,51.4,76.6
F,Sweden,Viktor Einar Gyökeres,Arsenal,Premier League,FWD,ST,27,87.0,86.3,87.0,75.5,86.2
F,Sweden,Alexander Isak,Liverpool,Premier League,FWD,ST,25,88.0,84.1,88.0,72.2,84.5
F,Sweden,Anthony David Junior Elanga,Newcastle United,Premier League,FWD,W,23,81.0,81.2,81.0,59.7,80.1
F,Sweden,Dejan Kulusevski,Tottenham Hotspur,Premier League,MID,CM,25,83.0,79.8,83.0,63.1,79.8
F,Sweden,Emil Peter Forsberg,New York Red Bulls,Major League Soccer,MID,AM,33,79.0,76.8,79.0,76.4,78.5
F,Sweden,Mattias Olof Svanberg,VfL Wolfsburg,Bundesliga,MID,CM,26,76.0,72.8,76.0,49.8,72.6
F,Sweden,Gabriel Gudmundsson,Leeds United,Premier League,DEF,FB,26,77.0,75.8,77.0,25.5,72.4
F,Sweden,Carl Anders Theodor Starfelt,RC Celta,La Liga,DEF,CB,30,78.0,73.4,78.0,32.2,71.6
F,Sweden,Daniel Svensson,Borussia Dortmund,Bundesliga,DEF,FB,23,77.0,75.0,77.0,20.5,71.4
F,Sweden,Niclas Eliasson Santana,AEK Athens,Super League,MID,WM,29,76.0,73.8,76.0,30.5,71.4
F,Sweden,Victor Jörgen Nilsson Lindelöf,Aston Villa,Premier League,DEF,CB,30,75.0,70.2,75.0,56.5,71.4
F,Sweden,Mikael Ishak,Lech Poznań,Ekstraklasa,FWD,ST,32,74.0,73.1,74.0,35.5,71.1
F,Sweden,Isak Malcolm Kwaku Hien,Atalanta,Serie A,DEF,CB,26,78.0,72.8,78.0,25.5,70.6
F,Sweden,Hugo Emanuel Larsson,Eintracht Frankfurt,Bundesliga,MID,CM,21,78.0,73.6,78.0,17.2,70.3
F,Sweden,Håkan Gustaf Nilsson,Club Brugge KV,Pro League,FWD,ST,28,75.0,72.6,75.0,28.9,70.2
F,Sweden,Emil Alfons Holm,Bologna,Serie A,DEF,FB,25,74.0,73.5,74.0,23.9,70.2
F,Sweden,Lucas Erik Holger Bergvall,Tottenham Hotspur,Premier League,MID,CM,19,77.0,74.0,77.0,13.9,70.1
F,Sweden,Algot Sebastian Nanasi,RC Strasbourg Alsace,Ligue 1,MID,AM,23,76.0,73.3,76.0,20.5,70.1
F,Sweden,Eric Anders Smith,FC St. Pauli,Bundesliga,MID,DM,28,75.0,71.6,75.0,28.9,69.6
F,Sweden,Williot Theo Swedberg,RC Celta,La Liga,FWD,W,21,74.0,72.8,74.0,17.2,69.1
F,Sweden,Samuel Elias Dahl,SL Benfica,Primeira Liga,DEF,FB,22,73.0,71.8,73.0,18.9,68.4
F,Sweden,Pontus Sven Gustav Jansson,Malmö FF,Allsvenskan,DEF,CB,34,73.0,68.9,73.0,37.2,68.2
F,Sweden,Robin Patrick Olsen,Malmö FF,Allsvenskan,GK,GK,35,73.0,68.6,73.0,37.2,68.0
F,Sweden,Viktor Tobias Johansson,Stoke City,Championship,GK,GK,26,74.0,69.7,74.0,25.5,67.8
F,Sweden,Emil Henry ­Kristoffer Krafth,Newcastle United,Premier League,DEF,CB,30,73.0,68.8,73.0,32.2,67.7
F,Sweden,Bo Kristoffer Nordfeldt,AIK,Allsvenskan,GK,GK,36,72.0,66.2,72.0,37.2,66.3
B,Switzerland,Yann Sommer,Inter,Serie A,GK,GK,36,87.0,79.2,87.0,85.5,82.3
B,Switzerland,Granit Xhaka,Sunderland,Premier League,MID,DM,32,85.0,81.0,85.0,74.7,82.1
B,Switzerland,Gregor Kobel,Borussia Dortmund,Bundesliga,GK,GK,27,86.0,79.6,86.0,75.5,81.5
B,Switzerland,Denis Lemi Zakaria Lako Lado,AS Monaco,Ligue 1,MID,DM,28,82.0,78.8,82.0,68.1,79.5
B,Switzerland,Fabian Lukas Schär,Newcastle United,Premier League,DEF,CB,33,82.0,77.5,82.0,76.4,79.5
B,Switzerland,Manuel Obafemi Akanji,Inter,Serie A,DEF,CB,29,82.0,78.4,82.0,69.7,79.4
B,Switzerland,Remo Marco Freuler,Bologna,Serie A,MID,DM,33,81.0,76.4,81.0,76.4,78.6
B,Switzerland,Renato Steffen,FC Lugano,Super League,FWD,W,33,75.0,76.1,75.0,61.5,75.9
B,Switzerland,Xherdan Shaqiri,FC Basel 1893,Super League,MID,AM,33,78.0,78.5,78.0,37.2,75.6
B,Switzerland,Breel Donald Embolo,Stade Rennais FC,Ligue 1,FWD,ST,28,77.0,76.2,77.0,53.2,75.5
B,Switzerland,Roman Bürki,St. Louis CITY SC,Major League Soccer,GK,GK,34,77.0,71.8,77.0,76.4,74.8
B,Switzerland,Mohameth Djibril Ibrahima Sow,Sevilla FC,La Liga,MID,CM,28,76.0,74.2,76.0,53.2,73.9
B,Switzerland,Nico Elvedi,Borussia Mönchengladbach,Bundesliga,DEF,CB,28,77.0,73.7,77.0,53.2,73.8
B,Switzerland,Dan Assane Ndoye,Nottingham Forest,Premier League,MID,WM,24,79.0,76.9,79.0,22.2,73.2
B,Switzerland,Noah Arinzechukwu Okafor,Leeds United,Premier League,FWD,ST,25,76.0,77.3,76.0,23.9,73.1
B,Switzerland,Steven Zuber,FC Zürich,Super League,FWD,ST,33,74.0,74.8,74.0,37.2,72.5
B,Switzerland,Ardon Jashari,AC Milan,Serie A,MID,DM,22,77.0,75.2,77.0,18.9,71.3
B,Switzerland,Filip Ugrinić,Valencia CF,La Liga,MID,CM,26,75.0,74.7,75.0,25.5,71.3
B,Switzerland,Ulisses Alexandre Garcia Lopes,Olympique de Marseille,Ligue 1,DEF,FB,29,75.0,72.2,75.0,30.5,70.2
B,Switzerland,Mohamed Zeki Amdouni,Burnley,Premier League,FWD,ST,24,75.0,73.5,75.0,22.2,70.2
B,Switzerland,Miro Max Maria Muheim,Hamburger SV,Bundesliga,DEF,FB,27,75.0,72.5,75.0,27.2,70.1
B,Switzerland,Dominik Robin Schmid,FC Basel 1893,Super League,DEF,FB,27,74.0,72.8,74.0,27.2,70.1
B,Switzerland,Cédric Zesiger,FC Augsburg,Bundesliga,DEF,CB,27,76.0,72.1,76.0,27.2,69.9
B,Switzerland,Jordan Mvula Lotomba,Feyenoord,Eredivisie,DEF,FB,26,75.0,70.9,75.0,25.5,68.8
B,Switzerland,Bećir Omeragić,Montpellier HSC,Ligue 2,DEF,CB,23,74.0,71.8,74.0,20.5,68.7
B,Switzerland,Andi Avdi Zeqiri,Widzew Łódź,Ekstraklasa,FWD,ST,26,72.0,70.9,72.0,25.5,68.3
F,Tunisia,Ellyes Joris Skhiri,Eintracht Frankfurt,Bundesliga,MID,DM,30,80.0,76.5,80.0,71.4,78.0
F,Tunisia,Ali Abdi,OGC Nice,Ligue 1,DEF,FB,31,76.0,74.9,76.0,33.9,72.5
F,Tunisia,Amor Yonas Layouni,BK Häcken,Allsvenskan,FWD,W,32,72.0,74.7,72.0,35.5,71.9
F,Tunisia,Hannibal Mejbri,Burnley,Premier League,MID,CM,22,74.0,73.0,74.0,18.9,69.4
F,Tunisia,Elias Saad,FC Augsburg,Bundesliga,FWD,W,25,72.0,71.7,72.0,23.9,68.7
F,Tunisia,Ismaël Gharbi Álvarez,FC Augsburg,Bundesliga,MID,WM,21,73.0,70.7,73.0,17.2,67.4
F,Tunisia,Mohamed Elias Achouri,FC København,Superliga,MID,WM,26,72.0,68.8,72.0,25.5,66.9
F,Tunisia,Mortadha Ben Ouanes,Kasımpaşa SK,Süper Lig,DEF,FB,30,69.0,68.0,69.0,32.2,66.5
F,Tunisia,Dylan Daniel Mahmoud Bronn,Servette FC,Super League,DEF,CB,30,68.0,68.2,68.0,32.2,66.5
F,Tunisia,Saîf-Eddine Khaoui,Red Star FC,Ligue 2,MID,AM,30,70.0,67.4,70.0,32.2,66.3
F,Tunisia,Yan Valery,Sheffield Wednesday,Championship,DEF,FB,26,71.0,67.1,71.0,25.5,65.5
F,Tunisia,Montassar Omar Talbi,FC Lorient,Ligue 1,DEF,CB,27,73.0,65.9,73.0,27.2,65.2
F,Tunisia,Sayfallah Ltaief,Sparta Rotterdam,Eredivisie,MID,WM,25,68.0,66.3,68.0,23.9,64.3
F,Tunisia,Alaa Ghram,Shakhtar Donetsk,Premier League,DEF,CB,23,67.0,66.2,67.0,20.5,63.8
F,Tunisia,Hamza Rafia,Lecce,Serie A,MID,CM,26,68.0,65.1,68.0,25.5,63.7
F,Tunisia,Mohamed Belhadj Mahmoud,FC Lugano,Super League,MID,DM,25,67.0,65.2,67.0,23.9,63.4
F,Tunisia,Rami Kaib,Halmstads BK,Allsvenskan,DEF,FB,28,65.0,64.8,65.0,28.9,63.3
F,Tunisia,Idris El Mizouni,Leyton Orient,League One,MID,CM,24,68.0,64.8,68.0,22.2,63.2
F,Tunisia,Sebastian Tounekti,Celtic,Premiership,MID,WM,22,69.0,64.2,69.0,18.9,62.6
F,Tunisia,Anis Ben Slimane,Norwich City,Championship,MID,CM,24,67.0,64.2,67.0,22.2,62.6
F,Tunisia,Mohamed Dräger,Eintracht Braunschweig,2. Bundesliga,DEF,FB,29,65.0,63.0,65.0,30.5,62.3
F,Tunisia,Louey Ben Farhat,Karlsruher SC,2. Bundesliga,FWD,ST,18,64.0,65.2,64.0,12.2,61.8
F,Tunisia,Mohammed Amin Cherni,Göztepe SK,Süper Lig,DEF,FB,23,66.0,63.2,66.0,20.5,61.6
F,Tunisia,Chiheb Labidi,CD Nacional,Primeira Liga,MID,CM,24,65.0,62.6,65.0,22.2,61.2
F,Tunisia,Adel Bettaieb,FC Argeș,Liga I,FWD,ST,28,61.0,61.6,61.0,28.9,60.5
F,Tunisia,Anisse Saidi,San Diego FC,Major League Soccer,FWD,ST,17,48.0,48.3,48.0,12.2,47.7
D,Turkey,Hakan Çalhanoğlu,Inter,Serie A,MID,DM,31,86.0,81.9,86.0,82.2,83.7
D,Turkey,Orkun Kökçü,Beşiktaş JK,Süper Lig,MID,CM,24,82.0,80.0,82.0,61.4,79.7
D,Turkey,Barış Alper Yılmaz,Galatasaray SK,Süper Lig,MID,WM,25,80.0,79.2,80.0,63.1,79.0
D,Turkey,Abdülkerim Bardakcı,Galatasaray SK,Süper Lig,DEF,CB,30,80.0,77.2,80.0,71.4,78.4
D,Turkey,Ferdi Erenay Kadıoğlu,Brighton & Hove Albion,Premier League,DEF,FB,25,79.0,76.1,79.0,63.1,76.7
D,Turkey,Muhammed Kerem Aktürkoğlu,Fenerbahçe SK,Süper Lig,FWD,W,26,80.0,79.2,80.0,25.5,75.2
D,Turkey,İrfan Can Kahveci,Fenerbahçe SK,Süper Lig,FWD,W,29,78.0,77.7,78.0,30.5,74.4
D,Turkey,Enes Ünal,AFC Bournemouth,Premier League,FWD,ST,28,77.0,74.0,77.0,53.2,73.9
D,Turkey,Kenan Yıldız,Juventus,Serie A,MID,AM,20,79.0,78.6,79.0,15.5,73.6
D,Turkey,Oğuz Aydın,Fenerbahçe SK,Süper Lig,FWD,W,24,77.0,77.0,77.0,22.2,72.9
D,Turkey,Cengiz Ünder,Beşiktaş JK,Süper Lig,FWD,W,27,76.0,76.4,76.0,27.2,72.8
D,Turkey,Mehmet Zeki Çelik,Roma,Serie A,DEF,FB,28,76.0,72.2,76.0,53.2,72.6
D,Turkey,Arda Güler,Real Madrid,La Liga,MID,WM,20,81.0,76.2,81.0,15.5,72.3
D,Turkey,Yunus Akgün,Galatasaray SK,Süper Lig,MID,WM,24,78.0,75.8,78.0,22.2,72.3
D,Turkey,Uğurcan Çakır,Galatasaray SK,Süper Lig,GK,GK,29,80.0,73.9,80.0,30.5,72.1
D,Turkey,Fehmi Mert Günok,Beşiktaş JK,Süper Lig,GK,GK,36,78.0,72.0,78.0,37.2,71.2
D,Turkey,Çağlar Söyüncü,Fenerbahçe SK,Süper Lig,DEF,CB,29,77.0,73.2,77.0,30.5,71.1
D,Turkey,Evren Eren Elmalı,Galatasaray SK,Süper Lig,DEF,FB,24,75.0,74.8,75.0,22.2,71.1
D,Turkey,Merih Demiral,Al Ahli SFC,Pro League,DEF,CB,27,78.0,73.1,78.0,27.2,70.9
D,Turkey,İsmail Yüksek,Fenerbahçe SK,Süper Lig,MID,DM,26,77.0,73.5,77.0,25.5,70.9
D,Turkey,Ozan Muhammed Kabak,TSG 1899 Hoffenheim,Bundesliga,DEF,CB,25,75.0,70.7,75.0,48.2,70.9
D,Turkey,Kaan Ayhan,Galatasaray SK,Süper Lig,DEF,FB,30,76.0,71.6,76.0,32.2,70.1
D,Turkey,Doğuhan Aral Şimşir,FC Midtjylland,Superliga,FWD,W,23,73.0,73.3,73.0,20.5,69.6
D,Turkey,Berke Özer,Lille OSC,Ligue 1,GK,GK,25,77.0,71.6,77.0,23.9,69.4
D,Turkey,Atakan Karazor,VfB Stuttgart,Bundesliga,MID,DM,28,76.0,71.1,76.0,28.9,69.4
D,Turkey,Mert Müldür,Fenerbahçe SK,Süper Lig,DEF,FB,26,74.0,71.9,74.0,25.5,69.3
D,United States,Christian Mate Pulišić,AC Milan,Serie A,FWD,W,26,84.0,84.3,84.0,64.7,83.2
D,United States,Antonee Robinson,Fulham FC,Premier League,DEF,FB,27,82.0,80.1,82.0,66.4,80.2
D,United States,Malik Leon Tillman,Bayer 04 Leverkusen,Bundesliga,MID,AM,23,82.0,79.6,82.0,59.7,79.2
D,United States,Tyler Shaan Adams,AFC Bournemouth,Premier League,MID,DM,26,79.0,75.4,79.0,64.7,76.4
D,United States,Weston James Earl McKennie,Juventus,Serie A,MID,CM,26,78.0,77.4,78.0,49.8,76.1
D,United States,João Lucas de Souza Cardoso,Atlético Madrid,La Liga,MID,DM,23,81.0,78.1,81.0,20.5,74.1
D,United States,Sergiño Gianni Dest,PSV,Eredivisie,DEF,FB,24,79.0,77.5,79.0,22.2,73.6
D,United States,Timothy Tarpeh Weah,Olympique de Marseille,Ligue 1,MID,WM,25,77.0,77.1,77.0,23.9,73.1
D,United States,Cameron Robert Carter-Vickers,Celtic,Premiership,DEF,CB,27,79.0,75.5,79.0,27.2,72.7
D,United States,Folarin Jolaoluwa Jerry Balogun,AS Monaco,Ligue 1,FWD,ST,23,77.0,76.2,77.0,20.5,72.2
D,United States,Walker Dwain Zimmerman,Nashville SC,Major League Soccer,DEF,CB,32,75.0,70.3,75.0,59.8,71.8
D,United States,Alejandro Zendejas Saavedra,,nan,MID,WM,27,76.0,74.2,76.0,27.2,71.4
D,United States,Joshua Thomas Sargent,Norwich City,Championship,FWD,ST,25,75.0,74.8,75.0,23.9,71.3
D,United States,Brian White,Vancouver Whitecaps FC,Major League Soccer,FWD,ST,29,75.0,73.3,75.0,30.5,70.9
D,United States,Haji Amir Wright,Coventry City,Championship,FWD,ST,27,73.0,74.0,73.0,27.2,70.7
D,United States,Ricardo Daniel Pepi,PSV,Eredivisie,FWD,ST,22,76.0,74.2,76.0,18.9,70.5
D,United States,Christopher Jeffrey Richards,Crystal Palace,Premier League,DEF,CB,25,77.0,72.5,77.0,23.9,70.0
D,United States,Auston Levi-Jesaiah Trusty,Celtic,Premiership,DEF,CB,26,74.0,72.4,74.0,25.5,69.6
D,United States,Giovanni Alejandro Reyna,Borussia Mönchengladbach,Bundesliga,MID,WM,22,75.0,69.4,75.0,43.2,69.5
D,United States,Joseph Michael Scally,Borussia Mönchengladbach,Bundesliga,DEF,FB,22,74.0,72.3,74.0,18.9,68.9
D,United States,Mark Alexander McKenzie,Toulouse FC,Ligue 1,DEF,CB,26,74.0,70.7,74.0,25.5,68.5
D,United States,Matthew Charles Turner,New England Revolution,Major League Soccer,GK,GK,31,74.0,69.0,74.0,33.9,68.2
D,United States,Paxten Reid Aaronson,Colorado Rapids,Major League Soccer,MID,CM,21,75.0,70.2,75.0,17.2,67.5
D,United States,Zackary Thomas Steffen,Colorado Rapids,Major League Soccer,GK,GK,30,73.0,68.6,73.0,32.2,67.5
D,United States,Stefan Frei,Seattle Sounders FC,Major League Soccer,GK,GK,39,72.0,67.7,72.0,37.2,67.3
D,United States,Bryan Keith Reynolds Jr,KVC Westerlo,Pro League,DEF,FB,24,73.0,69.1,73.0,22.2,66.9
H,Uruguay,Federico Santiago Valverde Dipetta,Real Madrid,La Liga,MID,CM,26,89.0,84.4,89.0,73.8,85.0
H,Uruguay,Lucas Sebastián Torreira di Pascua,Galatasaray SK,Süper Lig,MID,DM,29,83.0,79.6,83.0,69.7,80.4
H,Uruguay,Darwin Gabriel Núñez Ribeiro,Al Hilal,Pro League,FWD,ST,26,79.0,80.7,79.0,64.7,80.0
H,Uruguay,José María Giménez de Vargas,Atlético Madrid,La Liga,DEF,CB,30,83.0,78.1,83.0,71.4,79.5
H,Uruguay,Ronald Federico Araújo da Silva,FC Barcelona,La Liga,DEF,CB,26,83.0,78.0,83.0,64.7,78.8
H,Uruguay,Rodrigo Bentancur Colmán,Tottenham Hotspur,Premier League,MID,DM,28,80.0,77.1,80.0,68.1,78.1
H,Uruguay,Sebastián Coates Nión,Club Nacional de Football,Primera División,DEF,CB,34,79.0,74.1,79.0,76.4,76.6
H,Uruguay,Néstor Fernando Muslera Micol,Estudiantes de La Plata,Liga Profesional de Fútbol,GK,GK,39,79.0,73.9,79.0,76.4,76.5
H,Uruguay,Luis Alberto Suárez Díaz,Inter Miami,Major League Soccer,FWD,ST,38,79.0,73.2,79.0,76.4,76.0
H,Uruguay,Manuel Ugarte Ribeiro,Manchester United,Premier League,MID,DM,24,79.0,75.1,79.0,61.4,75.8
H,Uruguay,Rodrigo Zalazar Martínez,Sporting Clube de Braga,Primeira Liga,MID,AM,25,79.0,79.3,79.0,23.9,74.9
H,Uruguay,Mauro Wilney Arambarri Rosa,Getafe CF,La Liga,MID,CM,29,80.0,77.6,80.0,30.5,74.6
H,Uruguay,Leonardo Cecilio Fernández López,Peñarol,Primera División,MID,AM,26,78.0,78.3,78.0,25.5,74.3
H,Uruguay,Édinson Roberto Cavani Gómez,Boca Juniors,Liga Profesional de Fútbol,FWD,ST,38,76.0,70.0,76.0,85.5,74.3
H,Uruguay,Cristhian Ricardo Stuani Curbelo,Girona FC,La Liga,FWD,ST,38,77.0,72.8,77.0,61.5,74.0
H,Uruguay,Miguel Ángel Merentiel Serrano,Boca Juniors,Liga Profesional de Fútbol,FWD,ST,29,76.0,75.4,76.0,30.5,72.5
H,Uruguay,Nicolás Federico López Alonso,Club Nacional de Football,Primera División,FWD,ST,31,76.0,74.2,76.0,33.9,72.0
H,Uruguay,Maximiliano Javier Araújo Vilches,Sporting CP,Primeira Liga,MID,WM,25,77.0,75.3,77.0,23.9,71.9
H,Uruguay,Mathías Olivera Miramontes,Napoli,Serie A,DEF,FB,27,78.0,72.5,78.0,27.2,70.5
H,Uruguay,Pedro Gastón Álvarez Sosa,Al Qadsiah FC,Pro League,DEF,CB,25,75.0,73.0,75.0,23.9,70.0
H,Uruguay,Gastón Nicolás Martirena Torres,Racing Club,Liga Profesional de Fútbol,DEF,FB,25,75.0,72.7,75.0,23.9,69.8
H,Uruguay,Leandro Daniel Cabrera Sasía,RCD Espanyol,La Liga,DEF,CB,34,75.0,70.1,75.0,37.2,69.4
H,Uruguay,Franco Israel Wibmer,Torino,Serie A,GK,GK,25,75.0,71.3,75.0,23.9,68.9
H,Uruguay,Santiago Ignacio Bueno Sciutto,Wolverhampton Wanderers,Premier League,DEF,CB,26,76.0,69.8,76.0,25.5,68.2
H,Uruguay,Martín Nicolás Campaña Delgado,Peñarol,Primera División,GK,GK,36,74.0,68.6,74.0,37.2,68.2
H,Uruguay,Álvaro Santiago Mouriño González,Villarreal CF,La Liga,DEF,CB,23,74.0,70.1,74.0,20.5,67.5
K,Uzbekistan,Abdukodir Khusanov,Manchester City,Premier League,DEF,CB,21,77.0,74.3,77.0,17.2,70.6
K,Uzbekistan,Eldor Shomurodov,Medipol Başakşehir FK,Süper Lig,FWD,ST,30,74.0,72.1,74.0,32.2,70.1
K,Uzbekistan,Khusniddin Alikulov,Çaykur Rizespor,Süper Lig,DEF,CB,26,68.0,64.3,68.0,25.5,63.2
K,Uzbekistan,Abbosbek Fayzullaev,Medipol Başakşehir FK,Süper Lig,MID,AM,21,65.0,65.4,65.0,17.2,62.6
K,Uzbekistan,Mukhammadali Urinboev,Royal Antwerp FC,Pro League,FWD,W,20,63.0,63.8,63.0,15.5,61.0
